transaction_id,customer_id,amount,account_age_days,transactions_1h,transactions_24h,failed_attempts_24h,hour,device_age_days,is_fraud
TXN004170,1133,4433.09,307,2,4,2,5,32,0
TXN004171,700,396.15,956,3,4,0,8,567,0
TXN004172,2247,692.15,274,1,5,1,13,711,0
TXN004173,2039,3221.44,261,2,6,1,15,143,0
TXN004174,2375,2591.29,239,3,6,0,18,80,0
TXN004175,2202,777.26,936,1,3,1,5,270,0
TXN004176,552,922.01,774,0,4,1,6,304,0
TXN004177,405,651.18,332,1,7,0,14,358,0
TXN004178,462,892.71,115,5,3,0,14,406,0
TXN004179,2180,344.33,268,1,2,2,4,618,0
TXN004180,2839,281.5,12,0,5,0,14,919,0
TXN004181,874,3664.75,73,0,6,1,23,790,0
TXN004182,84,857.07,874,0,3,1,8,147,0
TXN004183,1423,4365.96,406,2,8,0,11,833,0
TXN004184,2802,2242.13,817,0,10,1,11,35,0
TXN004185,2676,1594.65,178,1,2,1,9,301,0
TXN004186,221,467.66,976,2,4,0,14,854,0
TXN004187,2601,256.48,772,1,7,1,15,992,0
TXN004188,1392,633.78,946,1,4,0,19,466,0
TXN004189,112,6893.27,259,1,5,1,11,227,0
TXN004190,615,3186.72,400,1,6,0,3,163,0
TXN004191,1582,566.51,270,1,3,0,11,719,0
TXN004192,2972,642.47,832,1,2,1,17,551,0
TXN004193,475,359.64,632,1,8,0,16,695,0
TXN004194,2884,171.31,681,1,7,0,1,161,0
TXN004195,1914,1238.83,486,1,8,0,9,767,0
TXN004196,271,8691.43,580,2,6,0,12,795,0
TXN004197,2469,8823.37,59,1,7,1,18,581,0
TXN004198,1921,2274.43,642,1,3,0,8,198,0
TXN004199,2755,532.08,887,0,7,2,19,501,0
TXN004200,1391,192.6,266,1,4,2,5,328,0
TXN004201,40,3852.49,75,0,2,2,19,923,0
TXN004202,1983,1875.56,999,1,5,2,22,613,0
TXN004203,2237,750.34,90,2,4,0,3,382,0
TXN004204,994,614.03,505,1,6,1,10,678,0
TXN004205,2013,2254.14,357,2,5,0,0,628,0
TXN004206,2584,406.69,154,4,5,0,19,867,0
TXN004207,290,1461.3,900,2,4,1,23,72,0
TXN004208,2481,253.72,218,0,10,1,15,593,0
TXN004209,2519,15902.22,486,1,6,0,1,862,0
TXN004210,2676,480.84,540,3,1,2,10,890,0
TXN004211,279,2387.68,130,0,4,1,7,822,0
TXN004212,2925,260.44,66,0,3,1,19,892,0
TXN004213,581,901.53,144,1,6,1,0,534,0
TXN004214,863,3170.18,380,0,5,0,1,424,0
TXN004215,254,4109.87,313,1,9,1,6,533,0
TXN004216,181,2740.64,407,0,4,0,18,858,0
TXN004217,681,929.0,407,2,2,0,12,366,0
TXN004218,825,493.17,973,2,1,0,12,853,0
TXN004219,700,300.9,277,3,2,0,4,146,0
TXN004220,2614,6664.55,615,4,4,2,1,398,0
TXN004221,1350,1241.46,409,1,7,1,5,170,0
TXN004222,1381,1549.81,314,1,3,0,15,360,0
TXN004223,1674,4440.15,549,3,4,0,19,438,0
TXN004224,2728,2217.37,249,0,2,1,8,527,0
TXN004225,2439,941.15,945,1,8,0,2,259,0
TXN004226,1639,2679.23,461,2,6,1,22,607,0
TXN004227,1958,519.54,399,1,6,1,8,759,0
TXN004228,212,170.48,668,1,3,1,16,262,0
TXN004229,1539,5968.26,451,2,2,1,10,977,0
TXN004230,384,574.19,471,1,6,1,22,770,0
TXN004231,1715,761.17,644,1,8,1,17,261,1
TXN004232,342,846.15,559,2,11,1,14,984,0
TXN004233,1839,532.38,434,3,3,0,14,798,0
TXN004234,1988,4111.74,956,4,4,0,1,552,0
TXN004235,844,1718.74,446,1,5,0,20,99,0
TXN004236,1535,761.63,707,1,6,0,7,815,0
TXN004237,420,237.27,103,1,5,0,8,110,0
TXN004238,2799,1579.02,328,0,3,1,17,994,0
TXN004239,1989,57.93,683,1,5,1,14,613,0
TXN004240,1933,1449.97,601,0,4,0,23,783,0
TXN004241,1850,5496.22,246,3,8,2,7,255,0
TXN004242,306,1184.97,58,3,8,0,9,930,0
TXN004243,2750,4663.83,105,2,5,0,2,403,0
TXN004244,869,250.88,692,3,7,1,11,689,0
TXN004245,2585,12660.59,972,1,1,0,9,520,0
TXN004246,1136,4091.81,69,2,4,0,16,142,0
TXN004247,1435,1941.39,993,2,3,0,6,505,0
TXN004248,206,534.82,302,0,8,0,22,742,0
TXN004249,496,438.16,153,3,4,1,7,433,0
TXN004250,1910,1007.18,537,5,3,0,23,396,0
TXN004251,2552,4644.01,889,1,5,0,0,289,0
TXN004252,1046,226.19,35,1,5,0,12,289,0
TXN004253,213,1110.42,957,3,2,0,0,723,0
TXN004254,310,2646.69,15,3,4,0,16,725,0
TXN004255,2709,3344.99,106,2,5,3,21,50,0
TXN004256,1992,2637.23,730,2,2,0,21,891,0
TXN004257,2801,200.11,896,0,6,1,22,439,0
TXN004258,272,4264.73,74,2,4,0,11,15,0
TXN004259,1823,1188.72,856,1,4,1,2,312,0
TXN004260,2986,298.06,931,1,5,0,12,723,0
TXN004261,2080,1065.29,285,0,5,1,20,800,0
TXN004262,443,104.54,550,0,6,0,18,910,0
TXN004263,2210,2195.04,197,2,7,0,22,991,0
TXN004264,2815,940.82,280,1,7,1,17,20,0
TXN004265,254,238.86,787,1,5,1,17,354,0
TXN004266,521,774.26,686,0,0,0,2,980,0
TXN004267,977,469.21,817,1,5,1,5,873,0
TXN004268,10,506.59,556,2,6,0,22,650,0
TXN004269,2774,72.73,969,0,1,1,20,455,0
TXN004270,2553,147.44,666,3,5,0,2,579,0
TXN004271,2833,832.44,153,2,4,1,0,919,0
TXN004272,1584,677.15,291,3,8,0,19,266,0
TXN004273,2484,3529.01,932,2,6,0,22,739,0
TXN004274,1135,513.81,142,1,2,1,19,81,0
TXN004275,153,582.67,768,1,7,0,12,853,0
TXN004276,1659,616.29,312,1,5,1,22,440,0
TXN004277,2965,865.72,646,2,3,1,19,926,0
TXN004278,2917,1223.85,32,2,6,0,20,643,0
TXN004279,2801,673.45,26,1,6,0,5,898,0
TXN004280,1857,2176.48,911,3,12,0,23,537,0
TXN004281,1215,17331.23,255,1,4,3,2,69,0
TXN004282,1753,407.27,945,2,5,0,21,775,0
TXN004283,2611,1754.95,735,0,4,1,10,513,0
TXN004284,1105,1136.19,56,1,3,2,21,544,0
TXN004285,2537,3852.36,293,2,8,1,1,865,0
TXN004286,895,1399.12,637,1,7,1,9,293,0
TXN004287,1112,458.64,230,0,2,0,17,972,0
TXN004288,104,270.95,53,4,10,2,16,835,0
TXN004289,1915,2281.5,954,3,6,0,18,915,0
TXN004290,1007,298.7,101,1,4,2,4,758,0
TXN004291,407,4539.12,467,2,3,0,4,318,0
TXN004292,1402,2129.9,846,1,4,0,1,369,0
TXN004293,167,1216.89,804,2,4,0,14,152,0
TXN004294,509,227.08,869,1,4,1,0,407,0
TXN004295,1662,2466.09,267,3,6,0,14,960,0
TXN004296,2361,7632.11,795,2,3,2,14,727,0
TXN004297,763,658.45,2,2,7,1,1,757,0
TXN004298,681,450.21,22,3,7,1,23,486,0
TXN004299,2525,981.98,578,0,5,0,3,968,0
TXN004300,2121,1920.48,212,0,4,0,21,728,0
TXN004301,1165,579.72,236,1,6,0,5,631,0
TXN004302,582,3226.13,880,2,3,1,9,881,0
TXN004303,262,10860.22,529,1,6,0,5,586,0
TXN004304,1364,1629.93,388,0,3,0,15,812,0
TXN004305,1332,742.5,14,4,2,0,2,4,0
TXN004306,2293,1859.39,519,2,3,1,8,333,0
TXN004307,1539,4504.17,847,1,3,2,9,284,0
TXN004308,561,1328.18,222,2,0,1,5,280,0
TXN004309,1100,1962.77,912,3,4,0,1,117,0
TXN004310,1904,2554.77,616,1,5,0,10,859,0
TXN004311,175,383.55,962,1,3,0,8,448,0
TXN004312,2157,1902.54,403,0,4,0,1,896,0
TXN004313,2231,219.13,513,1,11,0,18,288,0
TXN004314,192,497.64,287,3,5,1,5,682,0
TXN004315,65,4336.38,384,3,9,0,13,914,0
TXN004316,1498,3118.92,247,0,1,1,9,646,0
TXN004317,1568,792.97,900,3,3,0,12,861,0
TXN004318,2912,8492.61,91,2,4,1,12,495,0
TXN004319,1152,227.64,826,3,3,0,6,411,0
TXN004320,1938,857.39,312,1,0,3,2,939,0
TXN004321,369,1525.57,437,1,6,0,2,859,0
TXN004322,851,37.72,985,2,4,0,21,291,0
TXN004323,43,907.6,726,2,5,0,3,169,0
TXN004324,1908,284.46,43,1,6,1,20,257,0
TXN004325,2536,292.34,74,4,7,1,18,580,0
TXN004326,78,791.02,754,1,6,1,21,224,0
TXN004327,2874,122.63,993,2,2,2,6,112,0
TXN004328,1825,415.9,561,2,5,1,4,863,0
TXN004329,1294,126.12,880,3,4,0,18,5,0
TXN004330,674,1272.25,876,2,12,0,10,49,0
TXN004331,701,1242.92,316,0,4,1,5,682,0
TXN004332,759,721.8,734,3,7,0,9,835,0
TXN004333,1924,3625.45,862,1,5,0,0,909,0
TXN004334,2776,768.63,144,2,8,0,7,178,0
TXN004335,2973,1066.68,329,3,6,3,21,525,0
TXN004336,902,369.74,209,3,7,3,18,701,0
TXN004337,2937,69.14,99,4,4,1,21,278,0
TXN004338,993,921.12,700,1,5,3,14,816,0
TXN004339,1192,787.5,114,2,3,2,6,981,0
TXN004340,2387,8534.66,175,4,2,0,17,531,0
TXN004341,2241,2442.89,271,4,3,0,5,847,0
TXN004342,1477,667.98,63,2,4,0,21,559,0
TXN004343,2331,1299.84,796,0,6,2,11,208,0
TXN004344,390,3256.54,404,1,6,0,20,438,0
TXN004345,1000,2038.78,225,1,9,1,6,582,0
TXN004346,525,8124.89,959,1,8,0,13,790,0
TXN004347,1856,425.27,161,3,5,1,1,81,0
TXN004348,1507,3533.49,36,2,3,0,5,557,0
TXN004349,659,660.21,381,2,4,1,23,965,0
TXN004350,2764,1383.46,653,2,5,0,21,776,0
TXN004351,891,561.6,318,2,6,0,11,121,0
TXN004352,1482,924.81,708,0,4,0,3,865,0
TXN004353,452,1413.57,663,0,5,0,21,623,0
TXN004354,2476,2234.79,456,2,0,2,14,695,0
TXN004355,1538,1180.42,269,1,7,2,4,115,0
TXN004356,883,55.51,344,1,8,0,17,386,0
TXN004357,313,999.91,40,1,5,0,0,467,0
TXN004358,840,6402.74,750,2,5,0,8,697,0
TXN004359,2567,990.44,414,1,3,0,17,629,0
TXN004360,375,6622.17,380,1,4,0,7,709,0
TXN004361,451,949.34,222,0,5,1,13,710,0
TXN004362,595,166.27,281,1,0,1,10,885,0
TXN004363,1234,652.27,225,2,4,0,18,548,0
TXN004364,500,561.09,457,0,6,0,10,852,0
TXN004365,464,832.61,154,1,6,1,19,682,0
TXN004366,113,264.44,280,0,3,0,3,599,0
TXN004367,1036,1085.09,353,0,5,1,21,322,0
TXN004368,2379,739.58,39,0,10,0,15,597,0
TXN004369,1925,5143.22,729,3,3,1,16,567,0
TXN004370,140,256.65,756,2,7,1,20,786,0
TXN004371,1425,1472.63,621,4,1,1,4,842,0
TXN004372,2950,1795.85,975,2,5,0,16,989,0
TXN004373,517,2779.36,573,3,6,0,2,481,0
TXN004374,2617,708.89,489,1,7,1,17,457,0
TXN004375,1948,1429.33,945,2,4,1,7,279,0
TXN004376,2894,1675.61,937,2,3,1,2,852,0
TXN004377,2166,151.71,198,0,6,1,12,36,0
TXN004378,888,740.08,276,2,6,0,14,491,0
TXN004379,1342,1054.48,172,2,3,0,4,851,0
TXN004380,50,1213.78,784,1,4,1,16,438,0
TXN004381,19,1196.08,508,2,7,4,16,9,0
TXN004382,726,1853.86,405,2,10,0,7,108,0
TXN004383,2245,11216.33,271,1,8,0,13,488,0
TXN004384,1474,536.72,935,2,6,0,23,746,0
TXN004385,2607,1732.65,554,1,4,1,12,559,0
TXN004386,452,5226.85,701,0,3,1,20,737,0
TXN004387,2337,126.68,772,3,7,0,10,452,0
TXN004388,1165,1512.86,664,2,6,0,8,208,0
TXN004389,1108,145.99,131,1,3,3,22,80,0
TXN004390,2439,15103.67,626,1,5,0,11,388,0
TXN004391,215,2051.78,385,2,5,1,11,304,0
TXN004392,1550,1745.0,734,0,7,2,20,917,0
TXN004393,2263,115.81,397,3,5,0,3,232,0
TXN004394,128,598.61,566,1,6,1,4,735,0
TXN004395,1846,601.99,850,1,4,0,5,563,0
TXN004396,760,9133.89,296,1,8,2,18,89,0
TXN004397,2452,2630.8,383,1,5,1,15,721,0
TXN004398,1816,150.88,512,1,5,1,4,10,0
TXN004399,2386,1926.39,395,1,2,1,4,100,0
TXN004400,2879,180.64,554,1,2,0,22,951,0
TXN004401,2762,155.21,605,0,2,0,18,675,0
TXN004402,361,1889.57,260,1,3,1,19,327,0
TXN004403,569,2680.4,281,1,2,1,7,783,0
TXN004404,1416,1901.7,356,1,3,1,6,139,0
TXN004405,2266,10461.94,420,4,8,1,12,290,0
TXN004406,1598,1707.02,192,2,3,0,9,10,0
TXN004407,1693,1344.95,637,3,6,1,1,324,0
TXN004408,202,254.88,428,3,0,4,18,392,0
TXN004409,2065,3069.09,808,2,1,2,21,273,0
TXN004410,2370,151.15,348,0,4,0,14,369,0
TXN004411,518,12387.5,429,0,2,0,4,989,0
TXN004412,1349,3118.03,392,2,3,2,4,671,0
TXN004413,1436,31187.01,341,0,7,0,12,289,0
TXN004414,1342,1749.69,547,1,7,2,7,922,0
TXN004415,681,3308.33,940,1,4,2,19,249,0
TXN004416,1989,786.34,402,1,1,0,5,755,0
TXN004417,1492,1041.13,47,0,9,0,5,446,0
TXN004418,425,310.49,665,1,4,0,11,262,0
TXN004419,1969,193.01,750,2,6,0,9,188,0
TXN004420,1713,1376.63,425,1,2,2,17,149,0
TXN004421,2435,1033.78,517,2,6,0,0,329,0
TXN004422,778,301.52,960,3,2,1,0,765,0
TXN004423,2146,372.98,958,2,5,1,20,573,0
TXN004424,1827,1140.21,637,4,4,1,3,826,0
TXN004425,208,295.38,879,1,1,4,0,273,0
TXN004426,1538,1682.4,328,2,6,0,2,232,0
TXN004427,1660,306.58,87,1,8,1,9,136,0
TXN004428,2634,1490.74,515,1,3,0,23,451,0
TXN004429,2214,275.65,165,2,8,2,19,636,0
TXN004430,22,277.05,223,0,2,0,20,136,0
TXN004431,154,64.41,861,1,4,2,4,89,0
TXN004432,1963,904.76,297,4,7,0,17,730,0
TXN004433,219,6278.45,916,1,4,0,11,609,0
TXN004434,669,5865.23,451,5,5,0,2,386,0
TXN004435,1519,1617.89,343,0,11,0,1,610,0
TXN004436,2278,99.36,936,2,8,1,16,99,0
TXN004437,2068,3018.91,341,3,4,3,23,71,0
TXN004438,2601,1437.7,461,0,3,1,5,90,0
TXN004439,950,673.3,392,2,3,0,1,85,0
TXN004440,2196,4669.65,901,2,5,2,8,675,0
TXN004441,403,2295.1,537,0,5,1,23,254,0
TXN004442,596,11543.28,551,3,6,0,13,613,0
TXN004443,2415,203.01,421,1,4,0,22,240,0
TXN004444,1438,222.98,381,1,2,1,15,459,0
TXN004445,2850,272.93,617,3,4,0,6,455,0
TXN004446,2966,778.97,5,2,4,1,10,676,0
TXN004447,1158,7374.67,648,0,2,1,9,119,0
TXN004448,1743,518.89,4,2,5,2,1,846,0
TXN004449,1307,532.38,681,1,4,0,5,899,0
TXN004450,73,1809.4,316,0,3,0,9,31,0
TXN004451,481,3016.3,822,1,7,2,19,333,0
TXN004452,560,74.88,918,1,5,0,19,778,0
TXN004453,745,3818.67,78,0,3,0,7,306,0
TXN004454,1467,499.57,531,0,6,1,23,674,0
TXN004455,100,969.8,717,2,4,1,6,635,0
TXN004456,1083,6014.43,355,0,8,0,17,691,0
TXN004457,2556,845.79,836,1,4,0,5,152,0
TXN004458,2306,174.47,33,2,5,0,14,501,0
TXN004459,413,187.04,662,0,3,0,8,164,0
TXN004460,1089,1058.98,705,2,5,1,22,740,0
TXN004461,2643,734.19,139,0,3,0,11,142,0
TXN004462,1178,1177.76,272,1,7,0,17,959,0
TXN004463,2009,677.54,196,0,3,1,23,246,0
TXN004464,2314,4864.47,127,0,3,0,7,359,0
TXN004465,821,1129.72,349,0,7,1,8,219,0
TXN004466,662,132.21,743,1,2,0,8,161,0
TXN004467,2995,2921.46,44,2,4,0,18,438,0
TXN004468,560,10802.42,742,4,6,1,21,806,0
TXN004469,2965,1320.7,728,2,6,4,18,707,0
TXN004470,2939,1449.63,244,1,3,2,15,411,0
TXN004471,1272,430.15,9,0,2,2,1,100,0
TXN004472,1814,819.8,762,0,4,0,0,32,0
TXN004473,2916,2005.09,712,0,6,2,14,668,0
TXN004474,610,4264.79,846,1,1,0,14,143,0
TXN004475,2462,1872.82,79,3,0,0,19,861,0
TXN004476,25,9717.16,757,2,4,0,17,374,0
TXN004477,2029,1234.18,190,1,3,1,20,977,0
TXN004478,284,285.42,86,1,8,0,5,522,0
TXN004479,1473,295.4,485,3,7,1,10,236,0
TXN004480,2929,4823.69,271,3,5,0,23,657,0
TXN004481,301,3672.11,774,0,3,1,11,857,0
TXN004482,1092,152.39,513,1,6,1,5,936,0
TXN004483,1031,852.86,20,3,5,1,8,512,0
TXN004484,817,890.84,489,2,8,0,13,173,0
TXN004485,83,445.04,932,3,4,0,3,815,0
TXN004486,1921,201.86,130,0,4,1,3,318,0
TXN004487,2094,433.41,838,4,2,2,15,522,0
TXN004488,618,349.32,770,2,7,1,14,189,0
TXN004489,2976,207.73,643,1,4,0,13,817,0
TXN004490,2310,2965.73,7,4,6,1,3,254,0
TXN004491,176,1540.0,852,1,7,1,9,848,0
TXN004492,1190,628.32,753,1,0,1,6,709,0
TXN004493,2705,91.41,704,0,9,1,9,104,0
TXN004494,842,765.94,937,1,1,2,9,186,0
TXN004495,370,2049.33,310,0,5,2,15,699,0
TXN004496,1819,453.39,809,1,6,0,13,862,0
TXN004497,2102,275.9,627,0,6,0,19,800,0
TXN004498,690,946.12,901,1,7,0,14,508,0
TXN004499,1780,1639.4,473,1,4,1,3,146,0
TXN004500,1365,99.49,102,1,2,1,3,61,0
TXN004501,1433,5568.11,338,0,3,2,6,76,0
TXN004502,367,244.95,319,2,6,2,9,347,0
TXN004503,644,660.28,513,2,7,0,9,109,0
TXN004504,2427,4525.69,25,1,8,0,22,412,1
TXN004505,73,1274.66,721,2,3,2,7,788,0
TXN004506,2963,4085.95,430,0,2,0,22,672,0
TXN004507,1272,7075.65,143,4,3,0,5,54,0
TXN004508,860,190.26,709,1,5,2,17,748,0
TXN004509,43,3237.16,657,2,4,0,8,727,0
TXN004510,2425,5380.76,149,2,5,1,15,771,0
TXN004511,1065,698.57,693,2,7,0,12,131,0
TXN004512,2218,768.58,55,2,1,1,23,467,0
TXN004513,2260,110.43,471,1,5,1,21,999,0
TXN004514,1517,2799.78,363,0,4,1,23,721,0
TXN004515,2087,52.36,650,0,3,1,10,672,0
TXN004516,369,3507.19,209,1,5,1,15,479,0
TXN004517,2805,200.1,185,2,5,2,15,366,0
TXN004518,151,5818.67,65,0,7,1,20,953,0
TXN004519,1135,1764.33,549,1,8,0,10,633,0
TXN004520,1504,3680.34,112,1,6,0,19,905,0
TXN004521,1460,413.5,263,0,2,0,19,483,0
TXN004522,1071,221.37,76,1,4,0,0,593,1
TXN004523,1024,132.11,296,0,8,3,6,251,0
TXN004524,1599,4062.05,178,1,4,0,9,528,0
TXN004525,2785,2429.71,766,6,5,2,6,744,0
TXN004526,2041,2535.37,1,1,4,1,12,720,0
TXN004527,1390,1555.78,148,2,4,0,20,342,0
TXN004528,69,2106.21,876,0,4,1,15,157,0
TXN004529,2347,772.79,671,4,6,0,9,971,0
TXN004530,944,1710.19,836,0,6,0,20,906,0
TXN004531,802,392.21,986,2,5,0,2,49,0
TXN004532,2344,726.85,780,0,6,0,4,739,0
TXN004533,2251,42276.87,662,0,7,1,5,709,0
TXN004534,61,1149.07,129,1,6,1,0,895,0
TXN004535,946,102.93,638,3,6,0,3,492,0
TXN004536,1338,671.62,513,2,2,1,11,784,0
TXN004537,1185,308.27,899,1,7,0,8,653,0
TXN004538,331,1327.51,629,1,7,0,1,135,0
TXN004539,1552,377.2,972,0,4,3,12,409,0
TXN004540,338,850.48,502,0,6,0,6,354,0
TXN004541,1630,451.33,149,0,5,1,12,499,0
TXN004542,1328,1389.39,269,1,5,0,15,664,0
TXN004543,1527,516.52,701,0,5,2,23,948,0
TXN004544,1674,1682.87,653,2,4,0,10,306,0
TXN004545,1362,11365.05,105,1,4,1,3,131,0
TXN004546,1574,274.43,466,2,7,0,22,835,0
TXN004547,2687,2613.97,764,5,4,0,4,35,0
TXN004548,275,57.78,929,4,4,1,0,804,0
TXN004549,1188,829.38,902,2,8,0,9,505,0
TXN004550,2367,1443.3,281,1,5,1,20,492,0
TXN004551,2637,446.92,407,2,2,2,9,758,0
TXN004552,2552,128.4,856,2,4,0,7,756,0
TXN004553,2435,1047.7,613,0,6,0,19,597,0
TXN004554,1994,6894.91,794,2,7,0,2,623,0
TXN004555,870,919.9,900,2,3,1,23,307,0
TXN004556,2881,2143.7,358,3,6,2,17,766,0
TXN004557,1015,4239.74,675,1,8,0,17,801,0
TXN004558,1912,21285.25,203,1,5,0,12,951,0
TXN004559,603,310.21,612,0,3,0,12,151,0
TXN004560,1800,351.1,281,1,6,2,14,421,0
TXN004561,691,772.26,916,3,8,1,21,595,0
TXN004562,494,2295.08,257,2,6,0,4,982,0
TXN004563,490,67.7,94,1,8,2,2,179,0
TXN004564,2769,2403.09,324,2,5,0,18,268,1
TXN004565,2557,1310.18,791,1,4,1,20,738,0
TXN004566,390,577.82,739,1,3,2,9,941,0
TXN004567,295,1827.33,362,1,4,1,8,110,0
TXN004568,1393,3189.37,662,1,2,0,22,463,0
TXN004569,2844,3765.46,351,2,4,1,5,844,0
TXN004570,2913,1116.23,62,3,4,0,3,558,0
TXN004571,1718,1621.72,641,4,5,0,2,461,0
TXN004572,2597,1549.96,187,2,6,1,9,435,0
TXN004573,649,4805.12,580,1,8,3,22,164,0
TXN004574,1874,1732.74,915,2,11,0,10,792,0
TXN004575,568,2378.6,542,0,5,1,12,838,0
TXN004576,2901,3200.92,897,2,2,1,7,510,0
TXN004577,2818,11502.01,304,3,6,0,3,883,0
TXN004578,445,542.95,787,1,5,0,17,150,0
TXN004579,363,7714.45,639,2,3,2,6,357,0
TXN004580,2171,21275.68,436,2,3,1,2,889,0
TXN004581,1212,586.13,213,3,4,0,1,845,0
TXN004582,742,845.44,406,0,4,1,14,331,0
TXN004583,2042,655.8,818,2,2,1,20,704,0
TXN004584,680,2412.13,962,1,5,0,12,305,0
TXN004585,2468,117.45,134,2,6,0,2,671,0
TXN004586,1643,602.21,960,1,7,0,16,120,0
TXN004587,1573,789.68,917,1,8,0,16,742,0
TXN004588,1359,711.01,993,2,8,0,22,107,0
TXN004589,2140,702.47,915,0,8,1,16,955,0
TXN004590,63,609.65,219,2,3,1,20,676,0
TXN004591,2560,2787.4,421,1,3,0,14,851,0
TXN004592,1163,2092.04,319,1,7,0,22,98,0
TXN004593,1229,8468.27,157,0,5,0,18,729,0
TXN004594,2820,2795.93,188,0,5,1,17,187,0
TXN004595,256,293.8,476,1,7,1,21,599,0
TXN004596,135,894.22,162,2,8,3,22,458,0
TXN004597,875,787.23,129,1,4,0,16,401,0
TXN004598,822,1489.63,304,1,6,0,12,91,0
TXN004599,2136,4072.04,89,2,1,1,17,967,0
TXN004600,823,1370.6,895,1,3,0,14,988,0
TXN004601,974,1374.97,917,0,8,0,10,375,0
TXN004602,2982,1109.93,162,1,2,1,20,625,0
TXN004603,1778,2900.68,922,1,6,0,18,59,0
TXN004604,121,554.08,36,2,5,1,11,654,0
TXN004605,1638,190.87,227,2,7,1,13,15,0
TXN004606,1365,2376.76,151,0,5,0,9,857,0
TXN004607,1008,1720.21,593,1,5,0,22,68,0
TXN004608,925,5367.42,47,3,5,0,22,409,0
TXN004609,645,59.53,716,2,7,2,23,78,0
TXN004610,2033,972.22,940,2,6,0,12,938,0
TXN004611,2762,1246.45,660,1,2,0,1,749,0
TXN004612,2908,178.92,231,0,4,0,16,748,0
TXN004613,2069,988.4,539,0,2,1,13,649,0
TXN004614,242,4556.49,701,4,8,0,17,273,0
TXN004615,2503,13404.39,165,2,4,1,1,159,0
TXN004616,2669,3564.89,724,1,8,2,19,18,0
TXN004617,2351,742.95,820,1,7,0,1,271,0
TXN004618,1620,4983.15,587,1,2,0,20,417,0
TXN004619,803,3273.72,604,1,9,1,10,334,0
TXN004620,964,613.22,574,1,6,1,8,121,0
TXN004621,69,545.58,66,1,5,0,18,806,0
TXN004622,1153,895.87,920,1,3,1,9,710,0
TXN004623,196,310.75,80,0,9,3,1,154,0
TXN004624,2188,755.25,140,1,8,0,13,992,0
TXN004625,2331,1966.68,400,3,9,1,19,568,0
TXN004626,2360,3813.14,932,0,8,0,13,147,0
TXN004627,746,696.02,130,1,4,2,7,407,1
TXN004628,1689,5802.85,985,1,5,1,4,381,0
TXN004629,277,2392.58,766,3,10,0,0,690,0
TXN004630,61,2526.99,446,1,8,0,1,26,0
TXN004631,1914,364.01,832,0,7,0,15,618,0
TXN004632,2100,9598.02,29,0,7,0,12,715,0
TXN004633,2201,2130.34,988,0,6,1,6,589,0
TXN004634,1773,735.68,202,3,5,2,6,469,0
TXN004635,1335,595.3,237,0,5,0,0,177,0
TXN004636,1838,755.56,599,1,4,0,0,682,0
TXN004637,2592,323.11,608,1,3,2,3,663,0
TXN004638,567,3590.19,799,0,8,0,4,867,0
TXN004639,1572,365.36,339,3,5,1,10,606,0
TXN004640,622,1552.76,399,1,4,0,10,568,0
TXN004641,2026,639.12,439,4,3,0,21,435,0
TXN004642,1201,2452.73,289,4,4,2,13,551,0
TXN004643,314,2887.21,252,0,6,0,6,15,0
TXN004644,2855,506.39,977,3,6,3,1,707,0
TXN004645,2896,1052.95,692,0,1,0,1,584,0
TXN004646,2145,194.01,100,1,7,1,10,810,0
TXN004647,2929,8439.28,916,1,2,0,23,884,0
TXN004648,1237,3950.52,585,2,3,0,12,48,0
TXN004649,2877,205.48,422,4,2,1,4,687,0
TXN004650,137,387.5,643,1,3,0,18,558,0
TXN004651,1030,932.83,694,1,5,1,17,554,0
TXN004652,2157,1148.85,706,2,4,0,2,294,0
TXN004653,2595,481.42,18,1,13,1,23,177,0
TXN004654,662,277.57,471,0,7,0,17,630,0
TXN004655,2473,1761.71,638,1,4,0,22,455,0
TXN004656,2678,8843.0,723,2,3,0,7,855,0
TXN004657,2309,1170.98,7,0,4,0,13,505,0
TXN004658,87,772.74,419,3,5,0,9,566,0
TXN004659,2513,681.16,380,1,6,1,6,305,0
TXN004660,2124,294.1,508,1,4,0,5,227,0
TXN004661,2519,489.61,114,1,6,0,23,659,0
TXN004662,2462,4286.96,852,0,1,1,23,259,0
TXN004663,2873,91.38,511,3,3,0,23,811,0
TXN004664,2943,1192.88,596,5,3,1,23,75,0
TXN004665,2774,1134.04,851,0,11,0,23,617,0
TXN004666,2505,1264.05,873,3,11,0,6,84,0
TXN004667,1309,2625.17,976,0,6,0,2,889,0
TXN004668,1701,1180.15,614,2,3,2,3,813,0
TXN004669,2701,636.03,469,1,7,0,5,290,0
TXN004670,2720,498.72,93,3,4,1,14,426,0
TXN004671,495,5208.32,492,2,9,1,14,85,0
TXN004672,1648,3824.8,828,3,5,0,3,499,0
TXN004673,1943,34653.88,102,3,7,1,11,593,0
TXN004674,1069,782.75,493,2,4,0,4,863,0
TXN004675,1425,509.86,763,1,5,3,17,183,0
TXN004676,597,1889.0,536,1,6,1,3,94,0
TXN004677,450,1835.04,485,0,3,1,2,80,0
TXN004678,485,2353.42,989,2,3,0,5,164,0
TXN004679,646,3030.72,479,0,4,0,16,677,0
TXN004680,2668,2326.24,877,2,3,0,22,190,0
TXN004681,1630,3983.99,167,1,2,0,19,264,0
TXN004682,662,4673.23,140,1,3,1,8,408,0
